"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income"
6100425,"Regular Season",2024-04-29,2024-05-28,"6:35 PM","Tue","baltimore-orioles","boston-red-sox",422,117,27,4024,2108,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100570,"Regular Season",2024-04-29,2024-05-24,"7:10 PM","Fri","boston-red-sox","milwaukee-brewers",995,133,39,1058,3266,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100572,"Regular Season",2024-04-29,2024-05-25,"4:10 PM","Sat","boston-red-sox","milwaukee-brewers",1143,175,51,1159,3878,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100575,"Regular Season",2024-04-29,2024-05-26,"1:35 PM","Sun","boston-red-sox","milwaukee-brewers",1176,158,39,1058,3832,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100734,"Regular Season",2024-04-29,2024-05-23,"1:20 PM","Thu","chicago-cubs","atlanta-braves",968,89,13,3311,3089,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100736,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","chicago-cubs","atlanta-braves",1362,87,10,2741,4470,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100738,"Regular Season",2024-04-29,2024-05-22,"6:40 PM","Wed","chicago-cubs","atlanta-braves",1351,85,11,2627,4275,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100894,"Regular Season",2024-04-29,2024-05-23,"6:40 PM","Thu","chicago-white-sox","baltimore-orioles",475,68,12,426,2333,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100896,"Regular Season",2024-04-29,2024-05-24,"6:40 PM","Fri","chicago-white-sox","baltimore-orioles",545,77,18,502,2823,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100899,"Regular Season",2024-04-29,2024-05-26,"1:10 PM","Sun","chicago-white-sox","baltimore-orioles",668,80,14,547,4024,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100900,"Regular Season",2024-04-29,2024-05-25,"1:10 PM","Sat","chicago-white-sox","baltimore-orioles",620,86,18,647,3381,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100903,"Regular Season",2024-04-29,2024-05-27,"1:10 PM","Mon","chicago-white-sox","toronto-blue-jays",620,79,16,601,3675,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100904,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","chicago-white-sox","toronto-blue-jays",668,64,11,439,3998,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6101060,"Regular Season",2024-04-29,2024-05-22,"6:40 PM","Wed","cincinnati-reds","san-diego-padres",698,210,15,5913,3962,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101063,"Regular Season",2024-04-29,2024-05-25,"7:15 PM","Sat","cincinnati-reds","los-angeles-dodgers",640,174,30,5913,2469,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101064,"Regular Season",2024-04-29,2024-05-24,"7:10 PM","Fri","cincinnati-reds","los-angeles-dodgers",676,136,32,866,2904,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101066,"Regular Season",2024-04-29,2024-05-26,"1:40 PM","Sun","cincinnati-reds","los-angeles-dodgers",571,135,32,575,2438,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101068,"Regular Season",2024-04-29,2024-05-27,"4:10 PM","Mon","cincinnati-reds","st-louis-cardinals",679,81,24,551,3474,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101070,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","cincinnati-reds","st-louis-cardinals",699,75,18,551,3863,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101089,"Regular Season",2024-04-29,2024-05-23,"1:10 PM","Thu","cincinnati-reds","san-diego-padres",721,182,15,5913,4315,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101222,"Regular Season",2024-04-29,2024-05-22,"1:10 PM","Wed","cleveland-guardians","new-york-mets",284,103,22,380,1640,"Cleveland Guardians","cle","CLE","Guardians",114,19,9,0.679,"L 1",5.1,3.5,1.6,0.4,2.1,"19-9",0,"6-4","4-1","8-2","1-2","8-4","11-5","4-1","3-4","13-8","6-1","11-7","8-2","7-3","13-7","19-9",8960,2132,5428,532,19083,848,410,704,589,2199
6101356,"Regular Season",2024-04-29,2024-05-26,"1:10 PM","Sun","colorado-rockies","philadelphia-phillies",580,72,20,380,3503,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101357,"Regular Season",2024-04-29,2024-05-24,"6:40 PM","Fri","colorado-rockies","philadelphia-phillies",633,73,18,380,3840,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101358,"Regular Season",2024-04-29,2024-05-25,"7:10 PM","Sat","colorado-rockies","philadelphia-phillies",1260,82,22,477,8048,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101359,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","colorado-rockies","cleveland-guardians",563,62,20,380,3740,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101368,"Regular Season",2024-04-29,2024-05-27,"2:10 PM","Mon","colorado-rockies","cleveland-guardians",647,71,22,765,4154,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101459,"Regular Season",2024-04-29,2024-05-23,"6:40 PM","Thu","detroit-tigers","toronto-blue-jays",412,69,13,1175,1648,"Detroit Tigers","det","DET","Tigers",116,16,12,0.571,"W 2",4,3.9,0.1,-0.2,-0.1,"14-14",2,"2-1","9-4","2-5","3-2","6-8","10-4","3-1","7-4","12-12","4-0","9-8","7-4","6-4","10-10","16-12",14930,3932,9044,41,21180,1009,540,755,52,2377
6101463,"Regular Season",2024-04-29,2024-05-25,"1:10 PM","Sat","detroit-tigers","toronto-blue-jays",448,130,28,1291,1702,"Detroit Tigers","det","DET","Tigers",116,16,12,0.571,"W 2",4,3.9,0.1,-0.2,-0.1,"14-14",2,"2-1","9-4","2-5","3-2","6-8","10-4","3-1","7-4","12-12","4-0","9-8","7-4","6-4","10-10","16-12",14930,3932,9044,41,21180,1009,540,755,52,2377
6101464,"Regular Season",2024-04-29,2024-05-24,"6:40 PM","Fri","detroit-tigers","toronto-blue-jays",495,92,19,1175,2165,"Detroit Tigers","det","DET","Tigers",116,16,12,0.571,"W 2",4,3.9,0.1,-0.2,-0.1,"14-14",2,"2-1","9-4","2-5","3-2","6-8","10-4","3-1","7-4","12-12","4-0","9-8","7-4","6-4","10-10","16-12",14930,3932,9044,41,21180,1009,540,755,52,2377
6101468,"Regular Season",2024-04-29,2024-05-26,"1:40 PM","Sun","detroit-tigers","toronto-blue-jays",505,83,16,1175,2116,"Detroit Tigers","det","DET","Tigers",116,16,12,0.571,"W 2",4,3.9,0.1,-0.2,-0.1,"14-14",2,"2-1","9-4","2-5","3-2","6-8","10-4","3-1","7-4","12-12","4-0","9-8","7-4","6-4","10-10","16-12",14930,3932,9044,41,21180,1009,540,755,52,2377
6101469,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","detroit-tigers","pittsburgh-pirates",493,78,11,1175,2172,"Detroit Tigers","det","DET","Tigers",116,16,12,0.571,"W 2",4,3.9,0.1,-0.2,-0.1,"14-14",2,"2-1","9-4","2-5","3-2","6-8","10-4","3-1","7-4","12-12","4-0","9-8","7-4","6-4","10-10","16-12",14930,3932,9044,41,21180,1009,540,755,52,2377
6101628,"Regular Season",2024-04-29,2024-05-21,"7:10 PM","Tue","houston-astros","los-angeles-angels",541,98,17,830,2532,"Houston Astros","hou","HOU","Astros",117,9,19,0.321,"W 2",4.4,5.1,-0.8,0.2,-0.6,"12-16",-3,"2-5","0-3","4-3","3-8","4-9","5-10","0-3","0-7","5-12","4-7","4-16","5-3","3-7","7-13","9-19",18892,8101,6526,811,70992,2647,1076,1631,258,14502
6101631,"Regular Season",2024-04-29,2024-05-22,"1:10 PM","Wed","houston-astros","los-angeles-angels",510,99,17,830,2275,"Houston Astros","hou","HOU","Astros",117,9,19,0.321,"W 2",4.4,5.1,-0.8,0.2,-0.6,"12-16",-3,"2-5","0-3","4-3","3-8","4-9","5-10","0-3","0-7","5-12","4-7","4-16","5-3","3-7","7-13","9-19",18892,8101,6526,811,70992,2647,1076,1631,258,14502
6101793,"Regular Season",2024-04-29,2024-05-22,"1:10 PM","Wed","kansas-city-royals","detroit-tigers",323,68,16,491,1392,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101815,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","kansas-city-royals","detroit-tigers",325,74,19,575,1512,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101946,"Regular Season",2024-04-29,2024-05-25,"6:38 PM","Sat","los-angeles-angels","cleveland-guardians",914,76,13,479,4191,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6101948,"Regular Season",2024-04-29,2024-05-26,"1:07 PM","Sun","los-angeles-angels","cleveland-guardians",1020,60,8,352,4975,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6101950,"Regular Season",2024-04-29,2024-05-28,"6:38 PM","Tue","los-angeles-angels","new-york-yankees",1204,123,22,1233,6748,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6101966,"Regular Season",2024-04-29,2024-05-24,"6:38 PM","Fri","los-angeles-angels","cleveland-guardians",860,83,13,11704,3792,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6102115,"Regular Season",2024-04-29,2024-05-22,"7:10 PM","Wed","los-angeles-dodgers","arizona-diamondbacks",611,229,38,2855,2414,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102117,"Regular Season",2024-04-29,2024-05-21,"7:10 PM","Tue","los-angeles-dodgers","arizona-diamondbacks",545,248,57,2325,2163,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102277,"Regular Season",2024-04-29,2024-05-22,"6:40 PM","Wed","miami-marlins","milwaukee-brewers",453,47,12,470,2227,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102424,"Regular Season",2024-04-29,2024-05-27,"3:10 PM","Mon","milwaukee-brewers","chicago-cubs",558,99,33,376,2762,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102428,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","milwaukee-brewers","chicago-cubs",655,89,19,297,3367,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102590,"Regular Season",2024-04-29,2024-05-24,"7:10 PM","Fri","minnesota-twins","texas-rangers",749,91,21,891,4070,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102594,"Regular Season",2024-04-29,2024-05-25,"1:10 PM","Sat","minnesota-twins","texas-rangers",724,98,21,891,3750,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102595,"Regular Season",2024-04-29,2024-05-26,"1:10 PM","Sun","minnesota-twins","texas-rangers",755,93,21,484,4122,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102597,"Regular Season",2024-04-29,2024-05-27,"1:10 PM","Mon","minnesota-twins","kansas-city-royals",463,75,16,891,2348,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102598,"Regular Season",2024-04-29,2024-05-28,"6:40 PM","Tue","minnesota-twins","kansas-city-royals",507,69,12,385,2909,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102757,"Regular Season",2024-04-29,2024-05-24,"7:10 PM","Fri","new-york-mets","san-francisco-giants",1295,84,24,817,6870,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102761,"Regular Season",2024-04-29,2024-05-27,"4:10 PM","Mon","new-york-mets","los-angeles-dodgers",834,160,38,2475,3914,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102762,"Regular Season",2024-04-29,2024-05-25,"1:40 PM","Sat","new-york-mets","san-francisco-giants",1355,105,31,1181,6735,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102764,"Regular Season",2024-04-29,2024-05-26,"1:40 PM","Sun","new-york-mets","san-francisco-giants",1252,111,29,817,6569,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102768,"Regular Season",2024-04-29,2024-05-28,"7:10 PM","Tue","new-york-mets","los-angeles-dodgers",643,134,33,2946,2843,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102895,"Regular Season",2024-04-29,2024-05-22,"7:05 PM","Wed","new-york-yankees","seattle-mariners",1167,91,14,2533,6021,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102896,"Regular Season",2024-04-29,2024-05-23,"12:35 PM","Thu","new-york-yankees","seattle-mariners",686,178,20,2533,3188,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102997,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","oakland-athletics","colorado-rockies",292,112,27,1175,2180,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103000,"Regular Season",2024-04-29,2024-05-22,"6:40 PM","Wed","oakland-athletics","colorado-rockies",144,106,22,1175,649,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103001,"Regular Season",2024-04-29,2024-05-23,"12:37 PM","Thu","oakland-athletics","colorado-rockies",145,101,22,1175,634,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103002,"Regular Season",2024-04-29,2024-05-25,"1:07 PM","Sat","oakland-athletics","houston-astros",377,126,27,1175,2519,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103018,"Regular Season",2024-04-29,2024-05-24,"6:40 PM","Fri","oakland-athletics","houston-astros",375,117,27,1175,2495,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103028,"Regular Season",2024-04-29,2024-05-26,"1:07 PM","Sun","oakland-athletics","houston-astros",337,131,24,1175,2375,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
